content,cleaning,case_folding,tokenization,normalization,stopword_removed,stemming,polarity_score,polarity,final,new_polarity
"Fucksin2 mRNA yg sudah beredar : pfizer, moderna, astrazeneca, johnson &amp; johnson.
Semua vaksin mRNA &amp; vaksin china masih berstatus ujicoba/eksperimen. TAK BOLEH DIPAKSA/DITARGET.

Yg dikhawatirkan dg vaksin china adalah datanya tidak terbuka karena china otoriter, semua birokrat nurut",Fucksin mRNA yg sudah beredar pfizer moderna astrazeneca johnson amp johnson Semua vaksin mRNA amp vaksin china masih berstatus ujicoba eksperimen TAK BOLEH DIPAKSA DITARGET Yg dikhawatirkan dg vaksin china adalah datanya tidak terbuka karena china otoriter semua birokrat nurut,fucksin mrna yg sudah beredar pfizer moderna astrazeneca johnson amp johnson semua vaksin mrna amp vaksin china masih berstatus ujicoba eksperimen tak boleh dipaksa ditarget yg dikhawatirkan dg vaksin china adalah datanya tidak terbuka karena china otoriter semua birokrat nurut,"['fucksin', 'mrna', 'yg', 'sudah', 'beredar', 'pfizer', 'moderna', 'astrazeneca', 'johnson', 'amp', 'johnson', 'semua', 'vaksin', 'mrna', 'amp', 'vaksin', 'china', 'masih', 'berstatus', 'ujicoba', 'eksperimen', 'tak', 'boleh', 'dipaksa', 'ditarget', 'yg', 'dikhawatirkan', 'dg', 'vaksin', 'china', 'adalah', 'datanya', 'tidak', 'terbuka', 'karena', 'china', 'otoriter', 'semua', 'birokrat', 'nurut']","['fucksin', 'mrna', 'yang', 'sudah', 'beredar', 'pfizer', 'moderna', 'astrazeneca', 'johnson', 'amp', 'johnson', 'semua', 'vaksin', 'mrna', 'amp', 'vaksin', 'cina', 'masih', 'berstatus', 'uji coba', 'eksperimen', 'tak', 'boleh', 'dipaksa', 'ditarget', 'yang', 'dikhawatirkan', 'dengan', 'vaksin', 'cina', 'adalah', 'datanya', 'tidak', 'terbuka', 'karena', 'cina', 'otoriter', 'semua', 'birokrat', 'ikut']","['fucksin', 'mrna', 'beredar', 'pfizer', 'moderna', 'astrazeneca', 'johnson', 'johnson', 'vaksin', 'mrna', 'vaksin', 'cina', 'berstatus', 'uji coba', 'eksperimen', 'dipaksa', 'ditarget', 'dikhawatirkan', 'vaksin', 'cina', 'datanya', 'terbuka', 'cina', 'otoriter', 'birokrat']","['fucksin', 'mrna', 'edar', 'pfizer', 'moderna', 'astrazeneca', 'johnson', 'johnson', 'vaksin', 'mrna', 'vaksin', 'cina', 'status', 'uji coba', 'eksperimen', 'paksa', 'target', 'khawatir', 'vaksin', 'cina', 'data', 'buka', 'cina', 'otoriter', 'birokrat']",-15,negative,fucksin mrna edar pfizer moderna astrazeneca johnson johnson vaksin mrna vaksin cina status uji coba eksperimen paksa target khawatir vaksin cina data buka cina otoriter birokrat,1
"Itu berita bulan April, yg sdh ada uji klinis sinovac goblok, lainnya blm. 
Lha dilapangan justru pada pilih sinovac karena mendengar kabar yg macam2 spt vaksin astrazeneca.
Politisi bekas penguasa kek gini amat isi kepalanya",Itu berita bulan April yg sdh ada uji klinis sinovac goblok lainnya blm Lha dilapangan justru pada pilih sinovac karena mendengar kabar yg macam spt vaksin astrazeneca Politisi bekas penguasa kek gini amat isi kepalanya,itu berita bulan april yg sdh ada uji klinis sinovac goblok lainnya blm lha dilapangan justru pada pilih sinovac karena mendengar kabar yg macam spt vaksin astrazeneca politisi bekas penguasa kek gini amat isi kepalanya,"['itu', 'berita', 'bulan', 'april', 'yg', 'sdh', 'ada', 'uji', 'klinis', 'sinovac', 'goblok', 'lainnya', 'blm', 'lha', 'dilapangan', 'justru', 'pada', 'pilih', 'sinovac', 'karena', 'mendengar', 'kabar', 'yg', 'macam', 'spt', 'vaksin', 'astrazeneca', 'politisi', 'bekas', 'penguasa', 'kek', 'gini', 'amat', 'isi', 'kepalanya']","['itu', 'berita', 'bulan', 'april', 'yang', 'sudah', 'ada', 'uji', 'klinis', 'sinovac', 'goblok', 'lainnya', 'belum', 'lah', 'dilapangan', 'justru', 'pada', 'pilih', 'sinovac', 'karena', 'mendengar', 'kabar', 'yang', 'macam', 'surat pemberitahuan tahunan', 'vaksin', 'astrazeneca', 'politisi', 'bekas', 'penguasa', 'seperti', 'begini', 'amat', 'isi', 'kepalanya']","['berita', 'april', 'uji', 'klinis', 'sinovac', 'goblok', 'dilapangan', 'pilih', 'sinovac', 'mendengar', 'kabar', 'surat pemberitahuan tahunan', 'vaksin', 'astrazeneca', 'politisi', 'bekas', 'penguasa', 'isi', 'kepalanya']","['berita', 'april', 'uji', 'klinis', 'sinovac', 'goblok', 'lapang', 'pilih', 'sinovac', 'dengar', 'kabar', 'surat pemberitahuan tahun', 'vaksin', 'astrazeneca', 'politis', 'bekas', 'kuasa', 'isi', 'kepala']",-5,negative,berita april uji klinis sinovac goblok lapang pilih sinovac dengar kabar surat pemberitahuan tahun vaksin astrazeneca politis bekas kuasa isi kepala,1
"astrazeneca ga dibolehin kemarin sama dokterku, karena itu bagian dari virus hidup yg dimasukin ke badan. Yang jadi acuan memang di penelitian pake Sinovac, makanya kalo kebelet banget pengen vaksin bisa pake Sinovac. Kandungan minimal 22 minggu",astrazeneca ga dibolehin kemarin sama dokterku karena itu bagian dari virus hidup yg dimasukin ke badan Yang jadi acuan memang di penelitian pake Sinovac makanya kalo kebelet banget pengen vaksin bisa pake Sinovac Kandungan minimal minggu,astrazeneca ga dibolehin kemarin sama dokterku karena itu bagian dari virus hidup yg dimasukin ke badan yang jadi acuan memang di penelitian pake sinovac makanya kalo kebelet banget pengen vaksin bisa pake sinovac kandungan minimal minggu,"['astrazeneca', 'ga', 'dibolehin', 'kemarin', 'sama', 'dokterku', 'karena', 'itu', 'bagian', 'dari', 'virus', 'hidup', 'yg', 'dimasukin', 'ke', 'badan', 'yang', 'jadi', 'acuan', 'memang', 'di', 'penelitian', 'pake', 'sinovac', 'makanya', 'kalo', 'kebelet', 'banget', 'pengen', 'vaksin', 'bisa', 'pake', 'sinovac', 'kandungan', 'minimal', 'minggu']","['astrazeneca', 'tidak', 'diperbolehkan', 'kemarin', 'sama', 'dokterku', 'karena', 'itu', 'bagian', 'dari', 'virus', 'hidup', 'yang', 'dimasuki', 'ke', 'badan', 'yang', 'jadi', 'acuan', 'memang', 'di', 'penelitian', 'pakai', 'sinovac', 'makanya', 'kalau', 'kebelet', 'banget', 'ingin', 'vaksin', 'bisa', 'pakai', 'sinovac', 'kandungan', 'minimal', 'minggu']","['astrazeneca', 'diperbolehkan', 'kemarin', 'dokterku', 'virus', 'hidup', 'dimasuki', 'badan', 'acuan', 'penelitian', 'pakai', 'sinovac', 'kebelet', 'banget', 'vaksin', 'pakai', 'sinovac', 'kandungan', 'minimal', 'minggu']","['astrazeneca', 'boleh', 'kemarin', 'dokter', 'virus', 'hidup', 'masuk', 'badan', 'acu', 'teliti', 'pakai', 'sinovac', 'kebelet', 'banget', 'vaksin', 'pakai', 'sinovac', 'kandung', 'minimal', 'minggu']",-12,negative,astrazeneca boleh kemarin dokter virus hidup masuk badan acu teliti pakai sinovac kebelet banget vaksin pakai sinovac kandung minimal minggu,1
"Mang lo doang jang,
Gw juga gitu, gw tau vaksin gak jaminan, cuma karena bulan mei
Arab Saudi mantauin jenis vaksin astrazeneca syarat org bisa masuk saudi, bulan juni gw ikut vaksin melalui himpuh
Eh ujung"" nya malah arab  gak nerima jamaah Indonesia",Mang lo doang jang Gw juga gitu gw tau vaksin gak jaminan cuma karena bulan mei Arab Saudi mantauin jenis vaksin astrazeneca syarat org bisa masuk saudi bulan juni gw ikut vaksin melalui himpuh Eh ujung nya malah arab gak nerima jamaah Indonesia,mang lo doang jang gw juga gitu gw tau vaksin gak jaminan cuma karena bulan mei arab saudi mantauin jenis vaksin astrazeneca syarat org bisa masuk saudi bulan juni gw ikut vaksin melalui himpuh eh ujung nya malah arab gak nerima jamaah indonesia,"['mang', 'lo', 'doang', 'jang', 'gw', 'juga', 'gitu', 'gw', 'tau', 'vaksin', 'gak', 'jaminan', 'cuma', 'karena', 'bulan', 'mei', 'arab', 'saudi', 'mantauin', 'jenis', 'vaksin', 'astrazeneca', 'syarat', 'org', 'bisa', 'masuk', 'saudi', 'bulan', 'juni', 'gw', 'ikut', 'vaksin', 'melalui', 'himpuh', 'eh', 'ujung', 'nya', 'malah', 'arab', 'gak', 'nerima', 'jamaah', 'indonesia']","['mang', 'kamu', 'doang', 'jang', 'gue', 'juga', 'begitu', 'gue', 'tau', 'vaksin', 'tidak', 'jaminan', 'cuma', 'karena', 'bulan', 'mei', 'arab', 'saudi', 'mantauin', 'jenis', 'vaksin', 'astrazeneca', 'syarat', 'orang', 'bisa', 'masuk', 'saudi', 'bulan', 'juni', 'gue', 'ikut', 'vaksin', 'melalui', 'himpuh', 'eh', 'ujung', 'nya', 'malah', 'arab', 'tidak', 'menerima', 'jamaah', 'indonesia']","['mang', 'doang', 'jang', 'gue', 'gue', 'vaksin', 'jaminan', 'mei', 'arab', 'saudi', 'mantauin', 'jenis', 'vaksin', 'astrazeneca', 'syarat', 'orang', 'masuk', 'saudi', 'juni', 'gue', 'vaksin', 'himpuh', 'eh', 'ujung', 'arab', 'menerima', 'jamaah', 'indonesia']","['mang', 'doang', 'jang', 'gue', 'gue', 'vaksin', 'jamin', 'mei', 'arab', 'saudi', 'mantauin', 'jenis', 'vaksin', 'astrazeneca', 'syarat', 'orang', 'masuk', 'saudi', 'juni', 'gue', 'vaksin', 'himpuh', 'eh', 'ujung', 'arab', 'terima', 'jamaah', 'indonesia']",-9,negative,mang doang jang gue gue vaksin jamin mei arab saudi mantauin jenis vaksin astrazeneca syarat orang masuk saudi juni gue vaksin himpuh eh ujung arab terima jamaah indonesia,1
"Gue vaksin Astrazeneca , dan masih kena covid ..
Tapi gejala ngga parah Bgt,
Demam cuma sehari ,
Batuk pileknya masih ,
Terus makan masih ada rasa dikit ,walopun kek rada pait gitu ",Gue vaksin Astrazeneca dan masih kena covid Tapi gejala ngga parah Bgt Demam cuma sehari Batuk pileknya masih Terus makan masih ada rasa dikit walopun kek rada pait gitu ,gue vaksin astrazeneca dan masih kena covid tapi gejala ngga parah bgt demam cuma sehari batuk pileknya masih terus makan masih ada rasa dikit walopun kek rada pait gitu ,"['gue', 'vaksin', 'astrazeneca', 'dan', 'masih', 'kena', 'covid', 'tapi', 'gejala', 'ngga', 'parah', 'bgt', 'demam', 'cuma', 'sehari', 'batuk', 'pileknya', 'masih', 'terus', 'makan', 'masih', 'ada', 'rasa', 'dikit', 'walopun', 'kek', 'rada', 'pait', 'gitu']","['gue', 'vaksin', 'astrazeneca', 'dan', 'masih', 'kena', 'covid', 'tapi', 'gejala', 'tidak', 'parah', 'banget', 'demam', 'cuma', 'sehari', 'batuk', 'pileknya', 'masih', 'terus', 'makan', 'masih', 'ada', 'rasa', 'sedikit', 'walaupun', 'seperti', 'agak', 'pahit', 'begitu']","['gue', 'vaksin', 'astrazeneca', 'kena', 'covid', 'gejala', 'parah', 'banget', 'demam', 'sehari', 'batuk', 'pileknya', 'makan', 'pahit']","['gue', 'vaksin', 'astrazeneca', 'kena', 'covid', 'gejala', 'parah', 'banget', 'demam', 'hari', 'batuk', 'pilek', 'makan', 'pahit']",-14,negative,gue vaksin astrazeneca kena covid gejala parah banget demam hari batuk pilek makan pahit,1
"Cuma mau cerita aja.
salah satu keluarga besar ada penganut PKS.
Sebelum disuruh vaksin,mereka maju duluan cari informasi.
Yang ortunya ikut vaksin lansia,dapet Sinovac
Yang umum,langsung pada daftar dapet Astrazeneca
Sampe sekarang Alhamdulillah sehat",Cuma mau cerita aja salah satu keluarga besar ada penganut PKS Sebelum disuruh vaksin mereka maju duluan cari informasi Yang ortunya ikut vaksin lansia dapet Sinovac Yang umum langsung pada daftar dapet Astrazeneca Sampe sekarang Alhamdulillah sehat,cuma mau cerita aja salah satu keluarga besar ada penganut pks sebelum disuruh vaksin mereka maju duluan cari informasi yang ortunya ikut vaksin lansia dapet sinovac yang umum langsung pada daftar dapet astrazeneca sampe sekarang alhamdulillah sehat,"['cuma', 'mau', 'cerita', 'aja', 'salah', 'satu', 'keluarga', 'besar', 'ada', 'penganut', 'pks', 'sebelum', 'disuruh', 'vaksin', 'mereka', 'maju', 'duluan', 'cari', 'informasi', 'yang', 'ortunya', 'ikut', 'vaksin', 'lansia', 'dapet', 'sinovac', 'yang', 'umum', 'langsung', 'pada', 'daftar', 'dapet', 'astrazeneca', 'sampe', 'sekarang', 'alhamdulillah', 'sehat']","['cuma', 'mau', 'cerita', 'saja', 'salah', 'satu', 'keluarga', 'besar', 'ada', 'penganut', 'partai keadilan sejahtera', 'sebelum', 'disuruh', 'vaksin', 'mereka', 'maju', 'lebih dahulu', 'cari', 'informasi', 'yang', 'orang tuanya', 'ikut', 'vaksin', 'lanjut usia', 'dapat', 'sinovac', 'yang', 'umum', 'langsung', 'pada', 'daftar', 'dapat', 'astrazeneca', 'sampai', 'sekarang', 'alhamdulillah', 'sehat']","['cerita', 'salah', 'keluarga', 'penganut', 'partai keadilan sejahtera', 'disuruh', 'vaksin', 'maju', 'lebih dahulu', 'cari', 'informasi', 'orang tuanya', 'vaksin', 'lanjut usia', 'sinovac', 'langsung', 'daftar', 'astrazeneca', 'alhamdulillah', 'sehat']","['cerita', 'salah', 'keluarga', 'anut', 'partai adil sejahtera', 'suruh', 'vaksin', 'maju', 'lebih dahulu', 'cari', 'informasi', 'orang tua', 'vaksin', 'lanjut usia', 'sinovac', 'langsung', 'daftar', 'astrazeneca', 'alhamdulillah', 'sehat']",-6,negative,cerita salah keluarga anut partai adil sejahtera suruh vaksin maju lebih dahulu cari informasi orang tua vaksin lanjut usia sinovac langsung daftar astrazeneca alhamdulillah sehat,1
"Gw vaksin astrazeneca, demam sampe 12 hari anjir, mana ujungnya kena anosmia. Sialan.",Gw vaksin astrazeneca demam sampe hari anjir mana ujungnya kena anosmia Sialan ,gw vaksin astrazeneca demam sampe hari anjir mana ujungnya kena anosmia sialan ,"['gw', 'vaksin', 'astrazeneca', 'demam', 'sampe', 'hari', 'anjir', 'mana', 'ujungnya', 'kena', 'anosmia', 'sialan']","['gue', 'vaksin', 'astrazeneca', 'demam', 'sampai', 'hari', 'anjir', 'mana', 'ujungnya', 'kena', 'anosmia', 'sialan']","['gue', 'vaksin', 'astrazeneca', 'demam', 'anjir', 'ujungnya', 'kena', 'anosmia', 'sialan']","['gue', 'vaksin', 'astrazeneca', 'demam', 'anjir', 'ujung', 'kena', 'anosmia', 'sial']",-13,negative,gue vaksin astrazeneca demam anjir ujung kena anosmia sial,1
@Roberto56270073 Di inggris pakai 5 vaksin tolol salah satunya sama jaya indo yaitu astrazeneca tolol terserah lu percaya ga percaya sama covid gw doain lu kena aja yang kronis biar ngerasa lu, Di inggris pakai vaksin tolol salah satunya sama jaya indo yaitu astrazeneca tolol terserah lu percaya ga percaya sama covid gw doain lu kena aja yang kronis biar ngerasa lu, di inggris pakai vaksin tolol salah satunya sama jaya indo yaitu astrazeneca tolol terserah lu percaya ga percaya sama covid gw doain lu kena aja yang kronis biar ngerasa lu,"['di', 'inggris', 'pakai', 'vaksin', 'tolol', 'salah', 'satunya', 'sama', 'jaya', 'indo', 'yaitu', 'astrazeneca', 'tolol', 'terserah', 'lu', 'percaya', 'ga', 'percaya', 'sama', 'covid', 'gw', 'doain', 'lu', 'kena', 'aja', 'yang', 'kronis', 'biar', 'ngerasa', 'lu']","['di', 'inggris', 'pakai', 'vaksin', 'tolol', 'salah', 'satunya', 'sama', 'jaya', 'indonesia', 'yaitu', 'astrazeneca', 'tolol', 'terserah', 'kamu', 'percaya', 'tidak', 'percaya', 'sama', 'covid', 'gue', 'doakan', 'kamu', 'kena', 'saja', 'yang', 'kronis', 'biar', 'merasa', 'kamu']","['inggris', 'pakai', 'vaksin', 'tolol', 'salah', 'satunya', 'jaya', 'indonesia', 'astrazeneca', 'tolol', 'terserah', 'percaya', 'percaya', 'covid', 'gue', 'doakan', 'kena', 'kronis']","['inggris', 'pakai', 'vaksin', 'tolol', 'salah', 'satu', 'jaya', 'indonesia', 'astrazeneca', 'tolol', 'serah', 'percaya', 'percaya', 'covid', 'gue', 'doa', 'kena', 'kronis']",-13,negative,inggris pakai vaksin tolol salah satu jaya indonesia astrazeneca tolol serah percaya percaya covid gue doa kena kronis,1
"Nggak sampe panas
1 bulan lagi di GC yak ?
Nantinya bakalan dikasih undangan gitu ?
soalnya di TP kan ada juga kapan hari vaksin ke 2 astrazeneca. Vaksinnya agak kacau soalnya orang yang ga dapet undangan pada dateng padahal itu cuma buat undangan doang",Nggak sampe panas bulan lagi di GC yak Nantinya bakalan dikasih undangan gitu soalnya di TP kan ada juga kapan hari vaksin ke astrazeneca Vaksinnya agak kacau soalnya orang yang ga dapet undangan pada dateng padahal itu cuma buat undangan doang,nggak sampe panas bulan lagi di gc yak nantinya bakalan dikasih undangan gitu soalnya di tp kan ada juga kapan hari vaksin ke astrazeneca vaksinnya agak kacau soalnya orang yang ga dapet undangan pada dateng padahal itu cuma buat undangan doang,"['nggak', 'sampe', 'panas', 'bulan', 'lagi', 'di', 'gc', 'yak', 'nantinya', 'bakalan', 'dikasih', 'undangan', 'gitu', 'soalnya', 'di', 'tp', 'kan', 'ada', 'juga', 'kapan', 'hari', 'vaksin', 'ke', 'astrazeneca', 'vaksinnya', 'agak', 'kacau', 'soalnya', 'orang', 'yang', 'ga', 'dapet', 'undangan', 'pada', 'dateng', 'padahal', 'itu', 'cuma', 'buat', 'undangan', 'doang']","['tidak', 'sampai', 'panas', 'bulan', 'lagi', 'di', 'gerak cepat', 'ya', 'nantinya', 'akan', 'dikasih', 'undangan', 'begitu', 'soalnya', 'di', 'tetapi', 'kan', 'ada', 'juga', 'kapan', 'hari', 'vaksin', 'ke', 'astrazeneca', 'vaksinnya', 'agak', 'kacau', 'soalnya', 'orang', 'yang', 'tidak', 'dapat', 'undangan', 'pada', 'datang', 'padahal', 'itu', 'cuma', 'buat', 'undangan', 'doang']","['panas', 'gerak cepat', 'dikasih', 'undangan', 'vaksin', 'astrazeneca', 'vaksinnya', 'kacau', 'orang', 'undangan', 'undangan', 'doang']","['panas', 'gerak cepat', 'kasih', 'undang', 'vaksin', 'astrazeneca', 'vaksin', 'kacau', 'orang', 'undang', 'undang', 'doang']",4,positive,panas gerak cepat kasih undang vaksin astrazeneca vaksin kacau orang undang undang doang,0
"""jelas meninggal akibat vaksin astrazeneca"" ini gimana ya? nilai apa yg diuji dan organ apa yg terdampak sehingga menimbulkan kematian?
saya belum jelas.", jelas meninggal akibat vaksin astrazeneca ini gimana ya nilai apa yg diuji dan organ apa yg terdampak sehingga menimbulkan kematian saya belum jelas , jelas meninggal akibat vaksin astrazeneca ini gimana ya nilai apa yg diuji dan organ apa yg terdampak sehingga menimbulkan kematian saya belum jelas ,"['jelas', 'meninggal', 'akibat', 'vaksin', 'astrazeneca', 'ini', 'gimana', 'ya', 'nilai', 'apa', 'yg', 'diuji', 'dan', 'organ', 'apa', 'yg', 'terdampak', 'sehingga', 'menimbulkan', 'kematian', 'saya', 'belum', 'jelas']","['jelas', 'meninggal', 'akibat', 'vaksin', 'astrazeneca', 'ini', 'bagaimana', 'ya', 'nilai', 'apa', 'yang', 'diuji', 'dan', 'organ', 'apa', 'yang', 'terdampak', 'sehingga', 'menimbulkan', 'kematian', 'saya', 'belum', 'jelas']","['meninggal', 'akibat', 'vaksin', 'astrazeneca', 'nilai', 'diuji', 'organ', 'terdampak', 'menimbulkan', 'kematian']","['tinggal', 'akibat', 'vaksin', 'astrazeneca', 'nilai', 'uji', 'organ', 'dampak', 'timbul', 'mati']",-5,negative,tinggal akibat vaksin astrazeneca nilai uji organ dampak timbul mati,1
"Kalau di sekitar saya termasuk mbak yang bersih bersih malah gamau Astrazeneca karena dengar AstraZeneca bikin demam
Untung masih ada gerai vaksin yang kasih sinovac",Kalau di sekitar saya termasuk mbak yang bersih bersih malah gamau Astrazeneca karena dengar AstraZeneca bikin demam Untung masih ada gerai vaksin yang kasih sinovac,kalau di sekitar saya termasuk mbak yang bersih bersih malah gamau astrazeneca karena dengar astrazeneca bikin demam untung masih ada gerai vaksin yang kasih sinovac,"['kalau', 'di', 'sekitar', 'saya', 'termasuk', 'mbak', 'yang', 'bersih', 'bersih', 'malah', 'gamau', 'astrazeneca', 'karena', 'dengar', 'astrazeneca', 'bikin', 'demam', 'untung', 'masih', 'ada', 'gerai', 'vaksin', 'yang', 'kasih', 'sinovac']","['kalau', 'di', 'sekitar', 'saya', 'termasuk', 'mbak', 'yang', 'bersih', 'bersih', 'malah', 'tidak mau', 'astrazeneca', 'karena', 'dengar', 'astrazeneca', 'bikin', 'demam', 'untung', 'masih', 'ada', 'gerai', 'vaksin', 'yang', 'kasih', 'sinovac']","['mbak', 'bersih', 'bersih', 'tidak mau', 'astrazeneca', 'dengar', 'astrazeneca', 'demam', 'untung', 'gerai', 'vaksin', 'kasih', 'sinovac']","['mbak', 'bersih', 'bersih', 'tidak mau', 'astrazeneca', 'dengar', 'astrazeneca', 'demam', 'untung', 'gerai', 'vaksin', 'kasih', 'sinovac']",5,positive,mbak bersih bersih tidak mau astrazeneca dengar astrazeneca demam untung gerai vaksin kasih sinovac,0
"Pertama vaksin aku pusing, mual, batuk, pilek, demam pokoknya pas periksa ke dokter katanya gejala tipes atau emang efek samping dari vaksin, vaksin kedua pusing bentar trs sering laper. Aku dikasi vaksin astrazeneca",Pertama vaksin aku pusing mual batuk pilek demam pokoknya pas periksa ke dokter katanya gejala tipes atau emang efek samping dari vaksin vaksin kedua pusing bentar trs sering laper Aku dikasi vaksin astrazeneca,pertama vaksin aku pusing mual batuk pilek demam pokoknya pas periksa ke dokter katanya gejala tipes atau emang efek samping dari vaksin vaksin kedua pusing bentar trs sering laper aku dikasi vaksin astrazeneca,"['pertama', 'vaksin', 'aku', 'pusing', 'mual', 'batuk', 'pilek', 'demam', 'pokoknya', 'pas', 'periksa', 'ke', 'dokter', 'katanya', 'gejala', 'tipes', 'atau', 'emang', 'efek', 'samping', 'dari', 'vaksin', 'vaksin', 'kedua', 'pusing', 'bentar', 'trs', 'sering', 'laper', 'aku', 'dikasi', 'vaksin', 'astrazeneca']","['pertama', 'vaksin', 'aku', 'pusing', 'mual', 'batuk', 'pilek', 'demam', 'pokoknya', 'pas', 'periksa', 'ke', 'dokter', 'katanya', 'gejala', 'tipes', 'atau', 'memang', 'efek', 'samping', 'dari', 'vaksin', 'vaksin', 'kedua', 'pusing', 'bentar', 'terus', 'sering', 'lapar', 'aku', 'dikasih', 'vaksin', 'astrazeneca']","['vaksin', 'pusing', 'mual', 'batuk', 'pilek', 'demam', 'pokoknya', 'pas', 'periksa', 'dokter', 'gejala', 'tipes', 'efek', 'samping', 'vaksin', 'vaksin', 'pusing', 'bentar', 'lapar', 'dikasih', 'vaksin', 'astrazeneca']","['vaksin', 'pusing', 'mual', 'batuk', 'pilek', 'demam', 'pokok', 'pas', 'periksa', 'dokter', 'gejala', 'tipes', 'efek', 'samping', 'vaksin', 'vaksin', 'pusing', 'bentar', 'lapar', 'kasih', 'vaksin', 'astrazeneca']",-27,negative,vaksin pusing mual batuk pilek demam pokok pas periksa dokter gejala tipes efek samping vaksin vaksin pusing bentar lapar kasih vaksin astrazeneca,1
"Pengalaman abis vaksin langsung istirahat, besoknya cuma pegel aja

Tapi ada juga yg bisa sampe demam eksim
vaksin astrazeneca",Pengalaman abis vaksin langsung istirahat besoknya cuma pegel aja Tapi ada juga yg bisa sampe demam eksim vaksin astrazeneca,pengalaman abis vaksin langsung istirahat besoknya cuma pegel aja tapi ada juga yg bisa sampe demam eksim vaksin astrazeneca,"['pengalaman', 'abis', 'vaksin', 'langsung', 'istirahat', 'besoknya', 'cuma', 'pegel', 'aja', 'tapi', 'ada', 'juga', 'yg', 'bisa', 'sampe', 'demam', 'eksim', 'vaksin', 'astrazeneca']","['pengalaman', 'habis', 'vaksin', 'langsung', 'istirahat', 'besoknya', 'cuma', 'pegal', 'saja', 'tapi', 'ada', 'juga', 'yang', 'bisa', 'sampai', 'demam', 'eksim', 'vaksin', 'astrazeneca']","['pengalaman', 'habis', 'vaksin', 'langsung', 'istirahat', 'besoknya', 'pegal', 'demam', 'eksim', 'vaksin', 'astrazeneca']","['alam', 'habis', 'vaksin', 'langsung', 'istirahat', 'besok', 'pegal', 'demam', 'eksim', 'vaksin', 'astrazeneca']",2,positive,alam habis vaksin langsung istirahat besok pegal demam eksim vaksin astrazeneca,0
"Tidak di swab kok, tapi aku sama ibuku check up ke dokter H-1 sebelum vaksin karena nyokap khawatir banget gegara hoax hoax ga jelas itu. 

Adekku dapat vaksin Sinovac, dia Asma dan H-1 sebelum periksa dan bisa divaksin. Aku sama Mamaku dapat astrazeneca",Tidak di swab kok tapi aku sama ibuku check up ke dokter H sebelum vaksin karena nyokap khawatir banget gegara hoax hoax ga jelas itu Adekku dapat vaksin Sinovac dia Asma dan H sebelum periksa dan bisa divaksin Aku sama Mamaku dapat astrazeneca,tidak di swab kok tapi aku sama ibuku check up ke dokter h sebelum vaksin karena nyokap khawatir banget gegara hoax hoax ga jelas itu adekku dapat vaksin sinovac dia asma dan h sebelum periksa dan bisa divaksin aku sama mamaku dapat astrazeneca,"['tidak', 'di', 'swab', 'kok', 'tapi', 'aku', 'sama', 'ibuku', 'check', 'up', 'ke', 'dokter', 'h', 'sebelum', 'vaksin', 'karena', 'nyokap', 'khawatir', 'banget', 'gegara', 'hoax', 'hoax', 'ga', 'jelas', 'itu', 'adekku', 'dapat', 'vaksin', 'sinovac', 'dia', 'asma', 'dan', 'h', 'sebelum', 'periksa', 'dan', 'bisa', 'divaksin', 'aku', 'sama', 'mamaku', 'dapat', 'astrazeneca']","['tidak', 'di', 'swab', 'kok', 'tapi', 'aku', 'sama', 'ibuku', 'check', 'up', 'ke', 'dokter', 'h', 'sebelum', 'vaksin', 'karena', 'ibu', 'khawatir', 'banget', 'gara gara', 'hoaks', 'hoaks', 'tidak', 'jelas', 'itu', 'adikku', 'dapat', 'vaksin', 'sinovac', 'dia', 'asma', 'dan', 'h', 'sebelum', 'periksa', 'dan', 'bisa', 'divaksin', 'aku', 'sama', 'mamaku', 'dapat', 'astrazeneca']","['swab', 'ibuku', 'check', 'up', 'dokter', 'h', 'vaksin', 'khawatir', 'banget', 'gara gara', 'hoaks', 'hoaks', 'adikku', 'vaksin', 'sinovac', 'asma', 'h', 'periksa', 'divaksin', 'mamaku', 'astrazeneca']","['swab', 'ibu', 'check', 'up', 'dokter', 'h', 'vaksin', 'khawatir', 'banget', 'gara gara', 'hoaks', 'hoaks', 'adik', 'vaksin', 'sinovac', 'asma', 'h', 'periksa', 'vaksin', 'mama', 'astrazeneca']",-3,negative,swab ibu check up dokter h vaksin khawatir banget gara gara hoaks hoaks adik vaksin sinovac asma h periksa vaksin mama astrazeneca,1
